********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
2017-01-07     14:00:00        5.22      131.68        5.51      124.69        6.18      129.99        5.82      137.21        5.42      139.14        5.47      131.38        4.56      127.72        3.71      125.89        4.58      120.67
2017-01-07     15:00:00        4.65      131.08        4.69      124.07        5.57      127.74        5.40      134.24        5.05      134.84        5.15      128.72        4.11      131.64        2.99      130.00        3.60      121.80
2017-01-07     16:00:00        4.50      135.46        4.18      130.68        5.25      129.25        5.23      134.25        4.75      132.90        5.06      127.38        4.16      136.44        2.77      147.27        2.89      130.05
2017-01-07     17:00:00        4.57      134.73        4.08      132.88        5.21      131.90        5.19      136.99        4.58      135.62        5.13      128.65        4.40      135.43        2.75      144.30        2.60      138.80
2017-01-07     18:00:00        4.91      132.18        4.33      127.58        5.37      131.84        5.37      138.60        4.79      138.50        5.42      129.54        4.84      132.14        3.02      134.26        2.59      127.64
2017-01-07     19:00:00        5.25      130.00        4.66      123.54        5.60      131.11        5.62      138.07        5.11      138.23        5.67      129.40        5.20      127.65        3.49      124.03        2.96      116.57
2017-01-07     20:00:00        5.89      126.86        5.38      119.82        6.22      128.49        6.14      134.56        5.62      133.74        6.12      126.51        5.75      122.76        4.27      117.55        3.82      109.67
2017-01-07     21:00:00        6.58      125.89        6.39      118.36        7.28      127.70        7.07      131.89        6.28      129.18        6.52      124.53        6.14      119.96        5.15      116.06        4.98      108.07
2017-01-07     22:00:00        7.55      123.45        7.85      117.21        9.06      125.69        8.35      126.08        7.48      122.83        7.34      120.84        6.69      118.29        6.28      117.13        6.51      107.94
2017-01-07     23:00:00        8.71      122.06        9.69      120.23       10.72      127.45        9.32      125.57        8.25      122.57        8.19      119.87        7.56      117.59        7.53      117.64        8.29      112.26
2017-01-08     00:00:00        9.31      123.05       10.84      122.34       10.79      128.29        9.23      127.93        8.22      125.55        8.45      121.05        8.59      116.58        8.95      117.15       10.23      115.19
2017-01-08     01:00:00        9.18      127.34       10.62      125.16       10.40      129.30        8.94      131.79        8.00      129.33        8.13      124.70        8.89      117.82        9.46      119.96       10.69      118.02
2017-01-08     02:00:00        9.14      129.64       10.38      124.89       10.11      127.72        8.76      132.73        7.76      129.86        7.89      126.21        8.90      118.54        9.54      122.46       10.44      118.79
2017-01-08     03:00:00        8.82      128.32        9.98      121.01        9.44      124.49        8.16      131.01        7.01      127.92        7.40      125.10        8.67      117.97        9.32      121.83       10.11      115.46
2017-01-08     04:00:00        8.38      125.30        9.46      116.77        8.81      121.25        7.54      128.02        6.37      125.21        6.98      123.34        8.49      116.57        8.91      118.55        9.71      110.09
2017-01-08     05:00:00        7.98      123.28        9.06      114.51        8.33      119.64        7.03      126.19        5.97      124.61        6.62      122.71        8.21      115.45        8.56      115.77        9.46      106.52
2017-01-08     06:00:00        7.67      123.43        8.65      113.49        7.95      119.53        6.77      127.19        5.86      126.99        6.25      124.18        7.79      115.29        8.12      114.19        9.02      104.43
2017-01-08     07:00:00        7.39      126.37        8.23      115.30        7.70      122.36        6.67      131.55        5.78      132.48        5.92      128.53        7.22      117.09        7.57      115.07        8.46      104.57
2017-01-08     08:00:00        7.45      130.60        8.24      119.74        7.82      127.40        6.78      137.17        5.84      138.74        5.82      133.09        6.96      119.30        7.26      118.00        8.22      107.60
2017-01-08     09:00:00        7.73      136.12        8.48      125.25        8.04      133.11        7.16      143.81        6.03      145.41        5.83      138.65        6.74      122.34        7.02      122.30        8.10      111.96
2017-01-08     10:00:00        7.36      137.24        8.41      125.83        7.84      133.66        6.85      145.65        5.60      147.31        5.39      139.64        6.52      121.97        6.85      122.86        7.97      112.76
2017-01-08     11:00:00        7.66      136.27        8.37      124.20        7.88      130.82        7.11      144.19        6.13      146.02        6.32      138.48        7.11      124.65        7.19      124.93        7.97      114.44
2017-01-08     12:00:00        7.53      131.66        8.17      118.66        7.87      124.89        7.22      138.17        6.44      140.68        6.78      133.62        7.33      123.47        6.92      122.11        7.70      111.06
2017-01-08     13:00:00        6.94      126.85        7.62      114.31        7.55      121.18        6.95      133.01        6.37      136.39        6.62      129.88        6.52      121.71        5.99      117.15        7.09      106.97
2017-01-08     14:00:00        6.20      122.76        6.96      112.13        7.10      120.04        6.56      129.50        6.08      132.22        6.20      125.66        5.41      119.42        5.00      111.74        6.44      104.24
2017-01-08     15:00:00        5.19      124.15        5.79      114.18        6.27      121.99        5.91      130.05        5.59      131.48        5.53      124.60        4.38      120.84        3.78      112.35        5.22      104.45
2017-01-08     16:00:00        4.31      129.89        4.42      119.71        5.24      126.83        5.17      134.57        4.92      134.03        4.85      126.43        3.70      126.27        2.61      119.82        3.58      106.36
2017-01-08     17:00:00        4.07      132.05        3.64      122.86        4.69      129.54        4.81      139.02        4.40      139.32        4.55      129.27        3.52      128.32        2.02      119.97        2.27      110.82
