********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
2017-04-25     21:00:00        6.73      125.67        6.45      115.35        7.32      125.90        7.19      135.18        6.18      133.70        6.55      124.28        6.15      115.02        5.32      110.21        5.35      100.36
2017-04-25     22:00:00        7.74      131.88        7.92      126.25        8.56      133.65        7.68      139.71        6.26      136.52        6.90      127.27        7.09      118.87        6.73      120.92        6.61      112.17
2017-04-25     23:00:00        7.64      134.26        8.76      131.63        8.67      135.60        7.18      141.18        5.71      139.14        6.33      129.32        7.21      118.68        7.50      124.27        8.10      122.54
2017-04-26     00:00:00        7.19      136.05        8.37      131.78        8.15      134.12        6.87      141.52        5.75      140.74        5.81      132.30        6.74      119.98        7.29      126.16        8.29      125.26
2017-04-26     01:00:00        7.17      136.25        7.89      129.81        7.97      133.07        7.14      140.92        6.30      139.05        6.14      132.90        6.60      121.95        6.87      127.18        7.64      123.15
2017-04-26     02:00:00        7.51      135.57        8.04      129.34        8.20      135.24        7.30      141.15        6.17      138.08        6.29      132.16        6.94      122.31        7.10      126.83        7.49      120.49
2017-04-26     03:00:00        7.52      135.74        8.28      131.00        8.30      138.40        7.22      142.56        5.85      137.61        5.78      131.57        6.86      121.27        7.42      126.02        7.80      120.52
2017-04-26     04:00:00        7.21      137.06        8.15      132.98        8.15      140.99        7.07      144.41        5.45      137.62        5.04      131.62        6.03      120.22        6.83      126.19        7.63      121.29
2017-04-26     05:00:00        6.70      141.30        7.66      137.07        7.76      144.78        6.78      149.17        5.04      144.24        4.53      137.41        5.28      121.57        5.87      128.34        6.93      123.52
2017-04-26     06:00:00        6.40      145.61        7.24      139.40        7.42      146.74        6.73      154.30        5.03      152.69        4.41      144.27        4.88      124.33        5.32      131.13        6.38      125.03
2017-04-26     07:00:00        6.28      148.29        6.84      137.87        6.98      144.36        6.60      156.62        5.12      157.58        4.39      149.28        4.68      126.69        4.92      133.66        5.93      123.87
2017-04-26     08:00:00        5.97      146.73        6.44      131.44        6.58      139.23        6.38      155.67        5.12      157.83        4.39      149.76        4.65      126.64        4.70      131.30        5.74      117.32
2017-04-26     09:00:00        5.89      145.15        6.29      126.43        6.24      135.28        6.13      153.03        5.18      155.83        4.33      149.87        4.49      126.46        4.53      127.64        5.69      109.17
2017-04-26     10:00:00        6.39      143.12        6.61      125.82        7.20      134.36        7.19      147.39        6.30      148.26        5.08      144.56        4.39      126.06        4.12      124.94        5.64      106.32
2017-04-26     11:00:00        6.62      136.11        6.82      122.83        6.97      130.23        6.64      141.75        6.06      144.00        5.72      138.17        5.49      123.33        5.19      121.70        6.04      107.73
2017-04-26     12:00:00        6.33      126.63        6.76      116.70        6.84      123.26        6.23      132.07        5.64      135.27        5.88      128.78        5.92      118.65        5.39      115.04        6.27      105.89
2017-04-26     13:00:00        5.90      117.21        6.55      108.85        6.52      115.40        5.80      122.31        5.17      125.37        5.50      120.61        5.40      112.45        5.00      105.38        6.07      100.39
2017-04-26     14:00:00        5.49      111.46        6.16      102.98        6.09      110.04        5.42      116.31        4.80      119.04        5.15      115.52        4.83      108.49        4.62       97.79        5.75       94.61
2017-04-26     15:00:00        5.21      111.94        5.62      102.10        5.70      110.46        5.19      117.97        4.68      120.92        5.00      116.02        4.53      108.81        4.20       96.26        5.03       91.63
2017-04-26     16:00:00        4.94      117.31        5.15      106.27        5.32      114.61        5.02      123.85        4.52      126.56        4.81      119.79        4.34      112.89        3.77      100.20        4.30       93.52
2017-04-26     17:00:00        4.80      120.90        4.87      109.13        5.03      116.72        4.77      129.13        4.41      133.35        4.71      121.87        4.31      113.73        3.68      102.99        4.02       95.36
2017-04-26     18:00:00        4.93      121.77        4.82      107.71        5.15      116.43        5.14      132.61        4.70      135.10        4.99      121.28        4.55      110.97        3.74       99.99        4.00       91.70
2017-04-26     19:00:00        5.48      122.75        5.09      104.60        5.51      115.09        5.80      132.81        5.17      132.91        5.53      120.53        5.00      107.29        4.00       99.52        4.23       88.87
2017-04-26     20:00:00        6.01      125.18        5.56      108.42        6.12      120.36        6.34      135.74        5.80      135.78        6.00      124.51        5.42      110.51        4.56      105.54        4.74       93.85
2017-04-26     21:00:00        6.64      130.03        6.19      119.69        7.15      132.15        7.07      140.41        6.19      138.38        6.52      127.50        6.24      114.27        5.22      112.99        5.04      102.93
2017-04-26     22:00:00        6.59      131.84        6.77      125.27        7.75      137.44        6.87      140.79        5.55      137.62        5.55      128.38        5.81      116.12        5.59      117.40        5.51      104.91
2017-04-26     23:00:00        6.67      130.00        7.93      127.37        8.04      135.68        6.60      137.53        5.28      133.90        4.88      126.36        5.44      114.79        6.25      119.13        7.03      114.09
2017-04-27     00:00:00        6.61      129.73        8.13      127.15        7.84      132.72        6.38      135.79        5.17      132.42        4.94      124.92        5.26      113.99        6.28      119.37        7.78      117.23
2017-04-27     01:00:00        6.45      131.50        7.66      126.23        7.45      130.16        6.23      136.32        5.18      133.38        4.89      126.46        5.18      115.16        5.88      121.71        7.32      117.35
2017-04-27     02:00:00        6.43      132.97        7.39      125.12        7.24      129.32        6.23      137.52        5.35      135.81        4.90      130.10        5.33      118.25        5.86      124.13        6.96      116.77
2017-04-27     03:00:00        6.56      134.26        7.21      124.73        7.14      129.85        6.37      138.56        5.59      137.75        5.18      133.89        5.55      121.21        5.97      125.10        6.78      115.49
2017-04-27     04:00:00        6.63      135.27        7.09      125.25        7.16      131.54        6.47      139.99        5.77      139.75        5.36      136.43        5.68      122.71        5.96      124.65        6.62      113.76
2017-04-27     05:00:00        6.63      136.77        7.15      128.26        7.17      135.77        6.41      142.95        5.61      141.81        5.18      137.79        5.66      122.41        6.15      124.07        6.73      114.70
2017-04-27     06:00:00        6.42      138.77        7.27      130.42        7.25      138.88        6.40      145.77        5.37      144.36        4.76      139.67        5.14      122.67        5.66      124.33        6.74      115.87
2017-04-27     07:00:00        6.24      141.49        7.19      132.13        7.19      141.10        6.39      149.04        5.24      147.38        4.46      142.28        4.71      122.85        5.07      125.50        6.53      116.38
2017-04-27     08:00:00        5.99      144.36        6.88      133.41        6.92      142.71        6.21      152.58        4.88      150.86        4.05      145.52        4.32      122.69        4.65      126.20        6.11      115.55
2017-04-27     09:00:00        5.64      143.85        6.57      130.93        6.53      140.55        5.86      152.82        4.55      151.47        3.75      146.49        4.21      122.34        4.49      124.87        5.90      112.07
2017-04-27     10:00:00        5.44      145.77        6.41      129.70        6.28      138.00        5.55      153.96        4.26      155.90        3.78      150.01        4.14      127.18        4.09      128.40        5.66      112.20
2017-04-27     11:00:00        5.41      141.00        6.39      124.99        6.30      132.07        5.47      147.34        4.32      150.68        3.92      144.89        4.08      125.90        4.05      126.39        5.61      111.04
2017-04-27     12:00:00        5.50      136.42        6.24      121.66        6.31      128.86        5.48      142.41        4.58      146.35        4.49      140.09        4.37      125.99        4.33      124.01        5.46      110.93
2017-04-27     13:00:00        5.39      133.01        6.06      120.27        6.35      128.05        5.62      138.73        4.88      141.47        5.04      135.48        4.61      129.25        3.89      124.72        5.11      111.01
2017-04-27     14:00:00        5.03      132.28        5.66      119.87        6.24      126.02        5.63      134.51        5.00      135.04        5.03      131.93        4.26      131.79        3.44      127.03        4.72      111.59
2017-04-27     15:00:00        4.71      132.12        5.14      121.15        5.81      125.85        5.39      134.69        4.94      132.92        4.87      129.61        4.11      130.88        3.25      127.78        4.17      116.98
2017-04-27     16:00:00        4.58      132.29        4.72      124.03        5.36      127.58        5.14      135.95        4.72      134.95        4.70      129.99        4.08      129.90        3.13      129.24        3.66      122.78
2017-04-27     17:00:00        4.52      131.24        4.57      123.13        5.11      129.18        4.99      137.35        4.58      135.77        4.55      129.98        3.97      127.81        3.10      127.21        3.43      122.02
2017-04-27     18:00:00        4.57      133.57        4.54      126.05        5.24      133.25        5.12      140.38        4.67      139.45        4.60      132.93        3.98      127.55        3.16      128.25        3.45      123.62
2017-04-27     19:00:00        5.02      135.55        4.89      130.37        5.78      136.94        5.57      142.27        5.01      139.70        5.01      133.72        4.47      128.39        3.57      129.64        3.67      125.83
2017-04-27     20:00:00        5.79      132.05        5.76      128.47        6.70      134.12        6.29      138.40        5.55      135.83        5.64      129.47        5.23      124.49        4.42      126.36        4.32      122.60
2017-04-27     21:00:00        6.76      128.60        6.92      124.94        7.63      130.65        6.78      135.45        5.66      133.98        6.37      126.03        6.18      119.99        5.40      120.02        5.31      116.70
2017-04-27     22:00:00        7.41      125.92        8.33      122.54        8.35      127.78        6.90      131.57        5.73      131.37        6.71      124.17        6.98      116.96        6.93      118.59        7.53      115.90
2017-04-27     23:00:00        7.13      125.86        8.36      121.81        7.96      125.78        6.32      130.27        5.22      130.92        6.18      125.07        6.97      115.89        7.21      117.98        8.27      115.71
2017-04-28     00:00:00        6.61      126.99        7.75      122.44        7.68      125.16        6.34      129.33        5.73      128.60        6.05      125.53        6.58      115.93        6.74      118.91        7.98      116.99
2017-04-28     01:00:00        7.13      123.29        7.95      119.23        8.22      123.87        7.17      126.38        6.64      123.92        6.78      121.31        6.84      114.40        6.71      116.40        7.73      113.43
2017-04-28     02:00:00        7.41      125.72        8.20      122.74        8.46      129.51        7.33      131.13        6.53      126.12        6.74      121.38        7.30      112.91        7.04      116.19        7.73      113.24
2017-04-28     03:00:00        7.27      133.61        8.13      128.89        8.13      133.98        7.04      139.42        6.13      136.59        6.23      130.18        7.15      118.38        7.14      123.16        7.67      119.73
2017-04-28     04:00:00        6.82      133.51        7.76      126.47        7.57      130.93        6.46      138.56        5.47      138.15        5.29      133.52        6.36      120.20        6.86      123.18        7.54      118.02
2017-04-28     05:00:00        6.61      131.18        7.73      124.52        7.50      129.78        6.16      135.22        4.81      133.66        4.78      130.98        5.79      118.62        6.50      121.23        7.52      115.55
2017-04-28     06:00:00        6.43      131.10        7.51      124.18        7.36      130.51        6.12      135.22        4.46      132.66        4.61      128.77        5.53      116.46        5.98      120.32        7.26      113.71
2017-04-28     07:00:00        6.21      128.98        7.44      122.54        7.19      129.81        5.74      133.29        3.77      133.97        4.35      129.70        5.47      117.42        5.93      118.61        7.26      111.24
2017-04-28     08:00:00        6.44      128.28        7.71      123.41        7.18      129.48        5.67      134.27        3.94      127.72        4.72      124.69        6.06      115.64        6.69      117.85        7.73      112.99
2017-04-28     09:00:00        6.37      127.79        7.59      119.46        6.91      124.27        5.59      134.23        4.08      128.51        4.70      123.39        6.18      114.18        6.59      117.86        7.63      111.84
2017-04-28     10:00:00        5.82      127.53        6.95      115.21        6.21      120.01        5.37      131.48        3.99      132.09        4.17      126.77        5.21      114.35        5.53      117.03        7.09      107.90
2017-04-28     11:00:00        6.13      122.70        7.13      112.52        6.45      118.35        5.56      126.63        4.29      129.23        4.64      124.22        5.51      114.60        5.70      113.89        7.13      105.43
2017-04-28     12:00:00        6.07      118.77        6.93      111.11        6.62      116.99        5.66      123.45        4.87      125.36        5.41      120.13        5.79      112.40        5.68      109.56        6.88      104.31
2017-04-28     13:00:00        6.00      117.45        6.65      110.76        6.36      117.25        5.71      122.92        5.19      125.20        5.67      119.88        5.59      112.53        5.41      107.58        6.47      104.08
2017-04-28     14:00:00        5.97      119.04        6.41      112.14        6.23      118.49        5.76      124.09        5.25      125.75        5.79      121.12        5.44      115.79        5.13      110.44        6.07      106.61
2017-04-28     15:00:00        5.94      121.15        6.23      114.53        6.25      120.36        5.89      125.89        5.32      126.72        5.74      122.19        5.34      118.10        4.89      112.75        5.60      108.99
2017-04-28     16:00:00        5.82      122.36        5.92      116.02        6.20      122.17        5.91      127.89        5.29      127.52        5.62      121.87        5.15      118.53        4.56      113.22        5.05      108.93
2017-04-28     17:00:00        5.73      120.12        5.84      114.48        6.23      120.76        5.94      125.57        5.36      124.52        5.57      118.87        5.07      114.99        4.46      109.21        4.91      106.11
2017-04-28     18:00:00        5.92      119.54        6.12      114.23        6.55      120.20        6.20      124.97        5.58      123.22        5.69      117.76        5.24      112.75        4.68      108.94        5.20      107.36
2017-04-28     19:00:00        6.36      119.87        6.77      114.83        7.32      120.09        6.66      124.33        5.82      122.97        5.92      118.10        5.65      113.13        5.21      110.91        5.75      108.73
2017-04-28     20:00:00        6.88      121.42        7.65      117.34        8.10      122.30        7.16      124.79        6.26      124.38        6.30      120.57        6.20      115.45        5.94      113.88        6.57      111.29
2017-04-28     21:00:00        7.12      126.96        8.01      123.24        8.23      128.66        7.01      132.46        5.88      133.83        6.43      127.12        6.40      120.55        6.24      120.79        6.97      118.22
2017-04-28     22:00:00        7.41      131.37        8.61      127.07        8.67      131.09        7.24      136.20        6.16      140.35        6.79      132.35        6.76      125.13        6.85      127.55        8.01      124.93
2017-04-28     23:00:00        7.32      131.10        8.50      126.26        8.38      130.70        6.85      136.16        5.69      138.97        6.50      131.70        6.95      122.44        7.06      124.48        8.26      122.16
2017-04-29     00:00:00        7.19      130.58        8.19      125.77        8.37      128.48        7.05      132.83        6.23      133.09        6.57      129.84        6.88      122.70        6.85      124.27        7.93      121.30
2017-04-29     01:00:00        7.49      125.85        8.17      120.88        8.91      123.19        7.85      127.31        7.39      128.18        7.31      125.73        7.05      120.40        6.56      121.08        7.38      117.51
2017-04-29     02:00:00        8.16      122.92        8.96      116.47        9.81      120.25        8.48      125.22        7.70      127.42        7.80      124.32        7.70      118.66        7.05      117.50        7.63      111.84
2017-04-29     03:00:00        8.17      123.13        9.45      115.69        9.70      120.13        8.08      126.26        7.12      129.37        7.41      125.69        7.86      118.70        7.53      116.61        8.44      109.78
2017-04-29     04:00:00        7.72      125.53        8.97      117.06        8.86      122.55        7.41      130.49        6.62      133.95        7.01      128.77        7.63      119.83        7.49      117.33        8.69      110.36
2017-04-29     05:00:00        7.25      127.63        8.02      117.43        8.10      124.71        6.94      134.11        6.30      137.53        6.71      131.31        7.47      120.33        7.01      117.12        7.94      108.88
2017-04-29     06:00:00        7.10      131.14        7.70      120.97        7.79      128.86        6.75      138.64        6.05      140.76        6.34      134.22        7.12      121.31        6.79      118.84        7.47      110.42
2017-04-29     07:00:00        7.28      135.44        7.96      124.92        7.88      131.95        6.88      142.66        6.14      145.09        6.03      139.08        6.76      123.97        6.93      123.09        7.59      114.45
2017-04-29     08:00:00        7.48      138.11        8.05      127.61        7.87      135.20        7.04      146.05        5.97      148.41        5.84      141.62        6.72      126.16        7.07      126.08        7.68      116.78
2017-04-29     09:00:00        7.70      140.93        8.23      130.77        7.87      139.48        7.13      150.78        5.79      153.68        5.86      144.78        6.94      127.54        7.25      128.45        7.77      119.12
2017-04-29     10:00:00        7.98      145.74        8.13      136.44        8.10      145.62        7.94      155.35        6.88      156.91        6.56      148.64        6.97      129.72        7.14      131.64        7.59      123.77
2017-04-29     11:00:00        9.02      139.92        8.82      132.89        9.76      137.73        8.96      146.05        7.59      149.75        7.98      141.58        8.93      128.39        7.73      130.53        7.30      123.72
2017-04-29     12:00:00        9.68      133.51       10.07      126.31       10.16      132.60        9.38      139.80        8.92      142.43        8.96      136.08        9.46      126.80        8.16      125.51        8.08      119.02
2017-04-29     13:00:00        9.78      130.91       10.09      125.33       10.14      131.38        9.51      136.96        8.90      139.80        9.33      133.11        9.53      125.27        8.81      123.07        9.15      118.60
2017-04-29     14:00:00        9.47      130.25        9.90      125.21        9.99      131.22        9.25      136.82        8.71      138.66        8.98      131.98        9.03      124.75        8.30      122.83        8.74      119.39
2017-04-29     15:00:00        9.33      130.06        9.81      125.13        9.59      131.96        8.89      137.49        8.46      138.67        8.83      131.19        8.86      124.00        8.28      122.40        8.76      119.47
2017-04-29     16:00:00        8.83      130.22        9.37      124.99        9.14      132.59        8.63      137.82        8.34      138.83        8.56      130.87        8.72      122.57        8.26      121.40        8.89      118.52
2017-04-29     17:00:00        8.69      130.96        8.91      125.62        9.07      132.36        8.71      137.85        8.39      139.17        8.62      131.40        8.42      123.16        7.78      122.14        8.41      118.97
2017-04-29     18:00:00        8.55      131.47        8.83      126.11        9.35      131.72        8.72      138.04        8.14      140.01        8.34      132.14        8.28      124.02        7.57      122.73        8.08      119.12
2017-04-29     19:00:00        8.45      132.72        8.99      127.51        9.56      133.37        8.91      138.81        8.41      139.87        8.05      133.53        7.90      125.79        7.31      123.96        7.98      119.80
2017-04-29     20:00:00        8.16      133.00        9.10      127.54        9.69      133.33        8.56      139.53        7.97      140.65        7.72      133.32        7.68      126.09        7.41      124.83        8.17      119.71
2017-04-29     21:00:00        8.09      133.39        8.75      127.86        9.10      133.26        8.11      139.53        7.53      141.30        7.72      134.05        7.78      126.51        7.51      125.85        8.21      120.74
2017-04-29     22:00:00        8.31      135.24        8.91      129.52        9.37      133.42        8.40      139.76        7.90      142.15        8.00      136.03        7.82      129.71        7.43      129.78        8.07      124.78
2017-04-29     23:00:00        8.48      134.16        8.94      127.66        9.39      130.96        8.52      138.45        8.21      140.94        8.25      134.98        8.11      128.34        7.53      128.39        8.09      123.36
2017-04-30     00:00:00        8.59      133.09        8.90      125.48        9.38      128.98        8.63      137.52        8.46      139.95        8.45      134.01        8.42      126.62        7.56      126.91        7.88      121.01
2017-04-30     01:00:00        8.67      131.82        8.97      124.21        9.43      128.53        8.68      136.99        8.29      138.60        8.44      132.42        8.60      124.54        7.73      124.74        8.00      118.93
2017-04-30     02:00:00        8.78      131.43        9.28      124.96        9.59      129.33        8.60      137.08        7.93      137.50        8.30      131.33        8.65      123.15        7.95      123.66        8.38      119.27
2017-04-30     03:00:00        8.50      131.99        9.09      125.85        9.32      130.00        8.15      137.77        7.33      138.25        7.91      131.94        8.38      122.81        7.60      123.94        8.14      120.17
2017-04-30     04:00:00        8.25      133.70        8.62      126.87        8.76      132.12        7.82      140.23        6.93      141.08        7.59      134.06        8.22      124.11        7.34      125.39        7.73      120.79
2017-04-30     05:00:00        8.23      136.60        8.32      129.05        8.06      135.79        7.67      144.65        7.13      145.55        7.65      137.59        8.29      126.59        7.28      127.73        7.43      122.07
2017-04-30     06:00:00        8.17      140.14        7.95      132.14        7.74      139.29        7.67      148.90        7.23      150.31        7.61      141.86        8.17      129.33        7.07      130.91        6.85      124.50
2017-04-30     07:00:00        8.10      142.37        7.82      134.78        7.84      141.63        7.82      151.17        7.01      152.94        7.19      144.48        7.86      130.49        6.89      132.91        6.49      126.95
2017-04-30     08:00:00        8.03      142.96        7.65      135.24        7.72      142.08        7.77      152.04        6.83      153.51        6.91      144.70        7.64      129.95        6.68      133.00        6.15      127.15
2017-04-30     09:00:00        7.78      142.12        7.22      133.07        7.43      140.34        7.52      151.00        6.58      153.02        6.59      144.90        7.29      129.61        6.26      131.50        5.68      123.77
2017-04-30     10:00:00        6.53      142.83        6.45      132.33        6.91      140.59        6.63      151.74        6.48      153.58        6.36      145.00        6.24      129.66        4.82      131.06        5.09      121.40
2017-04-30     11:00:00        7.71      140.07        7.23      132.96        7.78      139.86        7.45      147.74        7.52      146.94        8.33      139.54        8.60      129.51        6.35      131.17        5.70      123.85
2017-04-30     12:00:00        8.09      136.06        7.97      130.70        8.25      136.70        7.92      142.95        7.62      142.89        8.16      135.79        8.49      127.35        6.94      128.22        6.60      123.73
2017-04-30     13:00:00        8.04      134.05        8.05      128.96        8.46      135.24        8.01      140.98        7.57      141.51        7.92      134.19        8.15      125.69        6.94      125.90        6.84      122.26
2017-04-30     14:00:00        7.98      132.08        8.18      126.33        8.53      131.76        8.12      138.51        7.59      139.94        7.73      132.57        7.63      124.57        6.74      123.62        6.97      120.18
2017-04-30     15:00:00        7.77      128.58        8.14      121.66        8.39      126.50        7.89      133.88        7.37      135.98        7.53      129.79        7.32      122.35        6.59      120.21        7.04      116.08
2017-04-30     16:00:00        7.61      126.97        8.11      119.98        8.30      124.66        7.70      131.25        7.25      133.89        7.39      128.99        7.11      122.59        6.53      119.79        7.18      115.18
2017-04-30     17:00:00        7.61      126.58        8.16      121.11        8.21      125.16        7.58      131.33        7.10      133.81        7.38      129.01        7.17      124.02        6.66      119.77        7.35      114.78
2017-04-30     18:00:00        7.50      128.57        7.88      124.82        8.00      127.68        7.38      134.11        6.91      135.68        7.31      130.01        7.20      125.38        6.65      120.55        7.26      116.78
2017-04-30     19:00:00        7.64      133.22        7.82      126.99        8.12      127.47        7.61      138.35        7.19      140.58        7.45      133.00        7.46      127.42        6.94      124.99        7.27      120.57
2017-04-30     20:00:00        7.48      138.23        7.78      129.95        8.07      130.66        7.54      144.50        7.15      147.34        7.25      137.24        7.43      129.32        7.04      129.36        7.23      125.69
2017-04-30     21:00:00        7.18      142.58        7.31      133.98        7.48      133.77        7.04      149.57        6.65      154.90        6.99      142.11        7.05      130.77        6.58      132.72        6.87      130.82
2017-04-30     22:00:00        7.59      147.43        7.72      139.96        7.76      138.25        7.35      154.03        7.20      159.28        7.47      147.42        7.49      135.42        7.11      138.95        7.49      137.75
2017-04-30     23:00:00        7.60      147.14        7.57      139.77        7.78      134.75        7.34      150.14        7.23      155.30        7.54      147.79        7.51      136.32        6.92      140.27        7.26      139.42
2017-05-01     00:00:00        7.56      142.57        7.45      133.99        7.97      130.01        7.53      144.06        7.51      148.40        7.67      144.16        7.58      135.08        6.70      138.56        6.83      136.91
2017-05-01     01:00:00        7.86      138.02        7.80      128.86        8.41      129.74        8.01      141.27        7.80      143.51        7.89      139.32        7.81      131.95        6.79      135.00        6.78      131.49
2017-05-01     02:00:00        8.22      135.87        8.32      125.93        8.88      130.51        8.29      140.80        7.75      142.53        7.96      137.34        8.09      129.67        7.16      131.24        7.12      124.51
2017-05-01     03:00:00        8.36      134.72        8.74      125.88        9.10      131.54        8.23      140.46        7.55      141.75        7.92      136.41        8.26      128.21        7.49      128.18        7.80      120.86
2017-05-01     04:00:00        8.24      134.48        8.58      126.40        8.92      132.75        7.99      140.61        7.25      142.09        7.77      136.42        8.23      127.31        7.39      126.41        7.84      119.65
2017-05-01     05:00:00        8.28      136.35        8.54      129.01        8.26      135.75        7.54      143.71        7.07      144.88        7.69      137.99        8.25      127.43        7.42      127.40        7.81      121.41
2017-05-01     06:00:00        8.36      138.81        8.48      131.02        8.33      138.16        7.82      147.06        7.11      149.26        7.66      140.85        8.48      128.99        7.51      129.27        7.53      122.68
2017-05-01     07:00:00        8.42      141.91        8.31      133.97        8.22      141.78        7.77      151.21        7.16      153.62        7.58      144.73        8.48      131.15        7.50      131.94        7.28      125.29
2017-05-01     08:00:00        8.52      143.80        8.35      137.09        8.31      145.11        8.02      153.72        7.16      156.78        7.44      146.96        8.49      132.23        7.46      133.53        7.04      127.88
2017-05-01     09:00:00        8.52      145.26        8.35      138.67        7.88      146.81        7.70      157.22        6.75      161.19        7.35      148.80        8.34      132.35        7.41      134.43        6.88      129.84
2017-05-01     10:00:00        8.69      147.15        8.03      138.69        9.07      143.86        8.85      154.05        7.63      158.42        8.05      149.66        8.18      133.84        6.43      136.96        6.11      130.31
2017-05-01     11:00:00        9.52      139.32        9.51      132.10        9.80      137.64        9.28      146.00        8.55      148.83        8.66      142.02        9.13      130.63        7.77      131.77        7.35      126.36
2017-05-01     12:00:00        8.88      133.97        9.04      126.94        9.40      133.24        8.91      140.44        8.32      143.62        8.56      136.18        8.50      126.60        7.14      125.79        7.62      120.34
2017-05-01     13:00:00        7.91      130.66        8.16      123.71        8.73      130.60        8.24      137.34        7.71      140.57        7.72      133.23        7.16      125.05        6.09      121.95        6.83      117.01
2017-05-01     14:00:00        6.96      130.33        7.24      123.46        7.98      131.48        7.55      138.32        7.05      139.70        6.93      131.20        6.10      122.71        5.14      119.85        5.93      116.31
2017-05-01     15:00:00        6.52      132.51        6.90      125.84        7.78      134.33        7.33      140.37        6.60      141.08        6.28      132.30        5.24      125.11        4.27      123.33        5.03      117.88
2017-05-01     16:00:00        6.37      133.64        6.96      127.51        7.53      136.65        6.71      142.94        5.99      142.22        5.85      131.96        5.01      127.23        4.18      125.18        4.72      119.41
2017-05-01     17:00:00        6.44      134.97        7.03      130.00        7.31      141.08        6.63      146.98        5.96      144.60        6.03      132.09        5.40      128.41        4.53      124.54        5.09      116.68
2017-05-01     18:00:00        6.52      134.85        6.85      131.93        7.10      143.29        6.81      147.56        6.28      144.65        6.40      131.23        5.89      128.10        5.02      121.94        5.55      112.77
2017-05-01     19:00:00        6.86      135.70        6.92      131.81        7.13      143.55        7.06      148.39        6.77      147.54        6.86      133.34        6.68      127.33        5.86      122.30        6.25      112.12
2017-05-01     20:00:00        7.15      136.01        6.96      131.06        7.41      144.12        7.29      149.58        6.88      148.88        7.03      135.45        7.13      126.56        6.54      121.80        6.77      111.52
2017-05-01     21:00:00        7.53      137.31        7.39      132.16        8.04      144.30        7.58      148.71        6.79      148.72        7.16      137.62        7.64      126.56        7.02      123.71        7.03      114.09
2017-05-01     22:00:00        8.09      136.05        8.60      131.07        9.25      139.31        8.21      142.57        7.24      142.20        7.51      136.47        7.98      127.07        7.77      126.64        8.21      119.96
2017-05-01     23:00:00        8.57      133.45        9.55      130.04        9.97      136.00        8.58      138.47        7.55      136.55        7.79      131.84        8.18      125.30        8.17      126.88        8.90      122.96
2017-05-02     00:00:00        8.78      131.80        9.84      128.80        9.71      135.14        8.52      137.84        7.57      134.94        7.87      128.92        8.35      122.50        8.51      125.72        9.41      123.05
2017-05-02     01:00:00        8.60      133.48        9.54      130.39        9.34      138.00        8.16      141.09        7.15      137.38        7.58      130.23        8.38      122.26        8.55      126.10        9.34      123.45
2017-05-02     02:00:00        8.52      133.97        9.22      131.34        9.30      138.67        8.00      141.45        6.95      137.46        7.44      130.78        8.29      122.38        8.34      126.07        8.97      123.74
2017-05-02     03:00:00        8.51      133.55        9.07      129.92        9.16      136.46        8.04      140.36        6.98      138.17        7.53      131.64        8.34      122.93        8.15      125.74        8.59      122.75
2017-05-02     04:00:00        8.42      132.98        8.69      126.62        8.78      132.50        7.92      139.27        7.03      139.05        7.60      133.26        8.34      124.31        7.84      125.15        8.06      119.78
2017-05-02     05:00:00        8.21      132.76        8.22      123.68        8.41      129.47        7.59      138.27        6.73      140.99        7.53      135.46        8.18      125.40        7.45      124.58        7.55      116.82
2017-05-02     06:00:00        7.84      133.18        7.90      123.65        8.05      129.30        6.90      139.42        5.53      145.98        7.15      137.20        7.87      126.20        7.10      124.52        7.16      116.16
2017-05-02     07:00:00        6.75      133.68        7.28      124.99        7.62      130.54        6.16      139.83        5.12      146.40        6.81      137.36        7.38      125.44        6.62      123.93        6.94      117.43
2017-05-02     08:00:00        6.44      133.01        7.09      125.10        6.87      130.80        5.85      141.41        4.56      149.72        6.68      135.34        8.19      123.06        6.51      122.06        7.05      117.76
2017-05-02     09:00:00        6.28      133.30        6.49      122.95        6.27      129.18        5.39      141.86        4.47      151.34        6.54      136.22        7.99      123.86        6.75      123.15        6.76      117.08
2017-05-02     10:00:00        6.67      124.70        7.74      115.37        7.31      120.51        5.59      131.13        4.30      142.02        5.47      129.51        5.99      118.79        5.84      115.00        7.44      108.78
2017-05-02     11:00:00        8.15      121.70        8.72      114.40        8.44      118.34        7.50      125.08        6.53      130.56        7.27      125.87        8.06      117.77        7.83      114.90        8.30      109.68
